date,title,feed_type,link,description,image,publisher,stocks,_id
2019-09-26,"Apollo Hospitals to join Ayushman Bharat, but only in smaller cities",news-article,https://www.business-standard.com/article/companies/apollo-hospitals-to-join-ayushman-bharat-but-only-in-smaller-cities-119092600064_1.html,"In metropolitan cities, however, it will continue to stay away till the government programme raises the rates for surgery and treatment",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'name': 'Business Standard'}","[{'sid': 'APLH', 'initialPrice': 1427.55}]",['5d8c3efeae744e645c7831c8']
2019-09-27,"Board Meetings Today: JSPL, LVB, Apollo Hospitals, SJVN and Repco Home",news-article,https://economictimes.indiatimes.com/markets/stocks/news/board-meetings-today-jspl-lvb-apollo-hospitals-sjvn-and-repco-home/articleshow/71322170.cms,It makes sense to have a look at the corporate agendas for the days as announced to the stock exchanges. ,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-71322169,width-1070,height-580,imgsize-184738,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'name': 'Economic Times'}","[{'sid': 'APLH', 'initialPrice': 1429.2}, {'sid': 'SJVN', 'initialPrice': 24.5}]",['5d8d907d9f9e1c669f6c768c']
2019-09-28,Apollo Hospitals signs MoU with Samsung's spinoff Wellysis for cardiac care,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-signs-mou-with-samsung-s-spinoff-wellysis-for-cardiac-care-119092800870_1.html,Apollo has set up 40 cardiac command centres at its hospitals and any doctor across the country can gain access to the knowledge and experience of 300 cardiologists in the group's ecosystem,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'name': 'Business Standard'}","[{'sid': 'APLH', 'initialPrice': 1429.2}]",['5d8f99469809fc4cb3486f34']
2019-10-07,"Top intraday trading ideas for afternoon trade on Monday, October 7, 2019",news-article,https://economictimes.indiatimes.com/markets/stocks/news/top-intraday-trading-ideas-for-afternoon-trade-on-monday-october-7-2019/articleshow/71474305.cms,Apollo Hospitals is a 'Buy' call with a target price of Rs 1466 and a stop loss of Rs 1396.,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-71474301,width-1070,height-580,imgsize-27974,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'name': 'Economic Times'}","[{'sid': 'APLH', 'initialPrice': 1400.45}]",['5d9ae9c08f35d65360393c49']
2019-10-12,"Pick Bharti Airtel, Apollo Hospitals for short term gains: CK Narayan",news-article,https://economictimes.indiatimes.com/markets/expert-view/pick-bharti-airtel-apollo-hospitals-for-short-term-gains-ck-narayan/articleshow/71553266.cms,"Bharti is a buy, you can have a nearby stop loss and initiate a long for a target of Rs 400+. ","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-71553282,width-1070,height-580,imgsize-102673,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'name': 'Economic Times'}","[{'sid': 'APLH', 'initialPrice': 1412.25}, {'sid': 'BRTI', 'initialPrice': 377.25}]",['5da1c7a9a00035718ebf38ce']
2019-10-29,Apollo Hospitals denies allegations related to pharmacy business de-merger,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-denies-allegations-on-pharmacy-de-merger-stock-price-dips-119102901363_1.html,"On Tuesday, the stock price of AHEL came down by Rs 97.80 to end the day at Rs 1,430.85 per share",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'name': 'Business Standard'}","[{'sid': 'APLH', 'initialPrice': 1529.65}]",['5db878128f23871fbfe1d9c7']
2019-10-30,Apollo Hospitals gets shareholders’ nod to divest pharmacy business,news-article,https://economictimes.indiatimes.com/markets/stocks/news/apollo-hospitals-gets-shareholders-nod-to-divest-pharmacy-business/articleshow/71813177.cms,"AHEL holds 100 per cent stake in AMPL, which in turn holds 100 per cent equity in APL.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-71813164,width-1070,height-580,imgsize-700909,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'name': 'Economic Times'}","[{'sid': 'APLH', 'initialPrice': 1431}]",['5db912589fc1d90914545d16']
2019-11-14,Apollo Hospitals Q2 net up 36% to Rs 86 crore | Q2 results: Apollo Hospitals net profit up by 15 per cent to Rs 91 crore | 350 firms to declare results on Thursday,news-article | news-article | news-article,https://economictimes.indiatimes.com/markets/stocks/earnings/apollo-hospitals-q2-net-up-36-to-rs-86-crore/articleshow/72056876.cms | https://www.thehindubusinessline.com/companies/q2-results-apollo-hospitals-net-profit-up-by-15-per-cent-to-rs-91-crore/article29973305.ece | https://www.thehindubusinessline.com/markets/stock-markets/350-firms-to-declare-results-on-thursday/article29964593.ece,"The healthcare major had reported a net profit of Rs 63.5 crore in the July-September period of 2018-19. | Apollo Hospitals Enterprise Ltd (AHEL) on Thursday reported a 15 per cent growth in standalone net profit for the second quarter at Rs. 91 crore. The company posted a net profit of Rs. 79 crore for th |  Around 350 firms will declare their quarterly results for the period ended September on Thursday. These include Apollo Hospitals, Balkrishna, Bombay Rayon, CESC, DCW, Dish TV, Future Retail, Glenmark","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-72056952,width-1070,height-580,imgsize-163228,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'name': 'Economic Times'} | {'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'name': 'The Hindu Businessline'} | {'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'name': 'The Hindu Businessline'}","[{'sid': 'APLH', 'initialPrice': 1388.65}] | [{'sid': 'APLH', 'initialPrice': 1388.65}] | [{'sid': 'APLH', 'initialPrice': 1388.65}, {'sid': 'BRFL', 'initialPrice': 4.3}, {'sid': 'CESC', 'initialPrice': 752.4}, {'sid': 'DSTV', 'initialPrice': 13.5}, {'sid': 'FRTL', 'initialPrice': 349}]","['5dcd8f5d8b0ea2571df6bad4', '5dcd8f2d8b0ea2571df6ba7b', '5dccd8ed600a35032ad628d5']"
2019-11-17,"Promoter pledging in Apollo Hospitals may come down to 20-25%, says CFO",news-article,https://www.business-standard.com/article/companies/promoter-s-pledged-shares-in-apollo-hospitals-may-come-down-to-20-25-119111700306_1.html,"The promoter group shareholding in AHEL was around 30.80 per cent at the end of September, 2019, of which around 66.19 per cent is pledged, according to regulatory filing",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-06/23/full/1561308520-5896.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'name': 'Business Standard'}","[{'sid': 'APLH', 'initialPrice': 1419.15}]",['5dd183b7986a086f575a7276']
2019-11-20,Apollo Hospitals share price climbs 2% after Nomura revises target price; sees 27% upside,news-article,https://www.moneycontrol.com/news/business/markets/apollo-hospitals-share-price-climbs-2-after-nomura-revises-target-price-sees-27-upside-4656461.html,"While maintaining buy call on the stock, Nomura raised its target price to Rs 1,787 (from Rs 1,693 earlier), implying 27 percent potential upside from current levels.",https://pocket-image-cache.com/direct?url=http://static-news.moneycontrol.com/static-mcnews/2017/05/Apollo-Hospital1-770x433.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/Moneycontrol.png', 'name': 'Moneycontrol'}","[{'sid': 'APLH', 'initialPrice': 1410.95}]",['5dd4eb95e9ed32762dccbfac']
2019-12-09,Nobel laureate to study high incidence of heart problems in India,news-article,https://www.thehindubusinessline.com/news/science/nobel-laureate-to-study-high-incidence-of-heart-problems-in-india/article30258824.ece,Ferid Murad will do joint research with Apollo Hospitals,https://www.thehindubusinessline.com/news/science/1xf3va/article30258823.ece/ALTERNATES/LANDSCAPE_615/bl10-apollo,"{'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'name': 'The Hindu Businessline'}","[{'sid': 'APLH', 'initialPrice': 1465}]",['5dee84eff53b8e6389efb67a']
2019-12-16,Stock pick of the week: Apollo Hospitals' healthy margins have analysts betting on it,news-article,https://economictimes.indiatimes.com/wealth/invest/stock-pick-of-the-week-apollo-hospitals-healthy-margins-have-analysts-betting-on-it/articleshow/72603863.cms,"Apollo Hospitals has one of the best integrated business models in the healthcare space. A calibrated improvement in margins, return ratios on the back of effective utilisation of existing and new hospitals has made the company analysts' favourite.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-72603955,width-1070,height-580,imgsize-1245901,overlay-etwealth/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['5df7085988d3973c287adb4f']
2019-12-19,Apollo Hospitals Bengaluru launches robot-assisted cardiac surgery unit | Apollo Hospitals launch robot-assisted cardiac surgery unit,news-article | news-article,https://www.business-standard.com/article/pti-stories/apollo-hospitals-bengaluru-launches-robot-assisted-cardiac-119121901403_1.html | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-launch-robot-assisted-cardiac-surgery-unit/articleshow/72890072.cms,"The unit will offer patients with complex cardiac disease treatment | The technology of the da Vinci Xi allows complex cardiovascular surgeries to be performed through smaller incisions and precise motion control, as compared to conventional open heart surgery, which involves opening up the chest by splitting the breastplate.",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/01/full/1567279318-0869.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['5dfbb433963b582b7717c29d', '5dfbb409963b582b7717c258']"
2019-12-20,Apollo Hospitals Bangalore launches first dedicated robot-assisted cardiac surgery unit in India,news-article,https://www.aninews.in/news/business/apollo-hospitals-bangalore-launches-first-dedicated-robot-assisted-cardiac-surgery-unit-in-india20191220120401/,"Bengaluru (Karnataka) [India], Dec 20 (ANI/NewsVoir): Apollo Hospitals Bangalore, one of the most advanced multi-specialty tertiary care hospitals in the city and part of the Apollo Hospitals Group today announced the launch of the first dedicated robot-assisted cardiac surgery unit in India.",https://pocket-image-cache.com/direct?url=http://aniportalimages.s3.amazonaws.com/media/details/unnamed_L8qNb6d_wK9CaWx.jpg,"{'logo': None, 'id': 'www.aninews.in', 'name': 'Newswire'}",[{'sid': 'APLH'}],['5dfc7905578cd34611213902']
2019-12-23,Sangita Reddy is FICCI President,news-article,https://www.thehindubusinessline.com/news/sangita-reddy-is-ficci-president/article30382595.ece,"Sangita Reddy, Joint Managing Director, Apollo Hospitals Group, has taken over as the President of industry chamber FICCI for 2019-20. She succeeds Sandip Somany, Vice-Chairman and Managing Director,",https://www.thehindubusinessline.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],['5e00fa409457c46c1cbb120a']
2019-12-28,"Pharma 'sunrise' segment, prognosis positive for healthcare sector in 2020",news-article,https://economictimes.indiatimes.com/markets/stocks/news/2020-indian-pharma-sunrise-segment-prognosis-positive-for-healthcare-sector/articleshow/73006266.cms,"Apollo Hospitals Group MD Suneeta Reddy said, ""The prognosis is positive.""","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-73006281,width-1070,height-580,imgsize-210422,overlay-etmarkets/photo.jpg","{'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['5e074ad5f5f4d30fac2fc881']
2019-12-31,"Apollo Hospitals (₹1,418.9): Buy",news-article,https://www.thehindubusinessline.com/portfolio/technical-analysis/apollo-hospitals-14189-buy/article30434349.ece,"The Stock of Apollo Hospitals had a volatile year. It registered a 52-week low of ₹1,083.1 in February. But after that, the stock started to rally and marked its lifetime high of ₹1,579.7 in September",https://www.thehindubusinessline.com/incoming/9yd062/article24427369.ece/ALTERNATES/LANDSCAPE_615/Buy-sell,"{'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],['5e0acf89e3c9154d3b465a6a']
2020-01-02,"Apollo Hospitals to bring down promoter-pledged shares to 25-30% | Apollo Hospitals gets nod to exit insurance business,  shares soar | HDFC, subsidiary get approvals for acquiring majority stake in Apollo Munich | HDFC, subsidiary get approvals for acquiring majority stake in Apollo Munich | HDFC, subsidiary get approval for acquiring majority stake in Apollo Munich | Apollo Hospitals share price up 3% after IRDA clears stake transfer to HDFC | Regulators approve HDFC's 51% stake buy in Apollo Munich Health Insurance | Apollo Hospitals soars on receiving nod from CCI, RBI and IRDAI for stake sale in Apollo Munich | Apollo Hospitals up 5% as IRDA approves stake sale in Apollo Munich to HDFC",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.business-standard.com/article/companies/apollo-hospitals-to-bring-down-promoter-pledged-shares-to-25-30-120010200857_1.html | https://www.livemint.com/companies/news/apollo-hospitals-gets-nod-to-exit-insurance-business-shares-soar-11577982957008.html | https://economictimes.indiatimes.com/markets/stocks/news/hdfc-subsidiary-get-approvals-for-acquiring-majority-stake-in-apollo-munich/articleshow/73069709.cms | https://www.thehindubusinessline.com/companies/hdfc-subsidiary-get-approvals-for-acquiring-majority-stake-in-apollo-munich/article30459153.ece | https://www.business-standard.com/article/pti-stories/hdfc-subsidiary-get-approvals-for-acquiring-majority-stake-in-apollo-munich-120010200551_1.html | https://www.moneycontrol.com/news/business/markets/apollo-hospitals-share-price-up-3-after-irda-nod-to-stake-transfer-to-hdfc-4779411.html | https://www.business-standard.com/article/companies/regulators-approves-hdfc-s-51-stake-buy-in-apollo-munich-health-insurance-120010200321_1.html | https://www.indiainfoline.com/article/news-top-story/apollo-hospitals-soars-on-receiving-nod-from-cci-rbi-and-irdai-for-stake-sale-in-apollo-munich-120010200336_1.html | https://www.business-standard.com/article/markets/apollo-hospitals-up-5-as-irda-approves-stake-sale-in-apollo-munich-to-hdfc-120010200276_1.html,"The acquisition of shares by HDFC is expected to be completed by January 9, 2020, said AHEL | HDFC has agreed to acquire 50.8% stake of Apollo Hospitals Group in Apollo Munich Health Insurance for  ₹1,336 crore.Out of the proceeds, around  ₹1,036 crore will go to Apollo’s promoters, while Apollo Hospitals will receive  ₹300 crore | HDFC will acquire 50.8 per cent from the Apollo Hospitals group for Rs 1,336 crore and will buy out the 0.4 per cent stake being held by the employees for Rs 10.84 crore. Besides, the German insurer Munich Health will pay Rs 294 crore to Apollo Hospitals Enterprise and Apollo Energy for terminating their joint venture.  | HDFC will acquire 50.8 per cent from the Apollo Hospitals group for Rs 1,336 crore | HDFC will acquire 50.8% from the Apollo Hospitals group for Rs 1,336 crore and will buy out the 0.4% stake being held by the employees for Rs 10.84 crore | The stock price has seen a steady rise in the last one year and was quoting at Rs 1,480.95, up Rs 54.05, or 3.79 percent. | In June 2019, HDFC had signed agreement with Apollo Hospitals Group to acquire its 51.2 per cent stake in the health insurance company for Rs 1,347 crore | “We further wish to inform you that in accordance with the SPA, the acquisition of shares by HDFC is expected to be completed by January 9, 2020,” the company added. | Apollo Hospitals, in June 2019, had accorded the sale of the entire 9.96 per cent equity stake held by it in Apollo Munich Health Insurance Company Ltd.",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://www.smallcase.com/images/newslogos/Livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://www.smallcase.com/images/newslogos/TheEconomicTimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://www.smallcase.com/images/newslogos/HinduBusinessLine.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://www.smallcase.com/images/newslogos/Moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://www.smallcase.com/images/newslogos/HuffingtonPost.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'} | {'logo': 'https://www.smallcase.com/images/newslogos/BusinessStandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}] | [{'sid': 'APLH'}, {'sid': 'HDFC'}]","['5e0e29bba33f6f350f16384e', '5e0e2967a33f6f350f1637c1', '5e0de2a41e13f42737faf81c', '5e0de2781e13f42737faf7d7', '5e0de2621e13f42737faf7ba', '5e0d9d217b2d580a1700be6b', '5e0d9d1a7b2d580a1700be59', '5e0d9cec7b2d580a1700be0a', '5e0d9c147b2d580a1700bcef']"
