title,feed_type,link,description,date,image,publisher,stocks,_id
"HAL, Escorts, Apollo Hospitals & Info Edge among stocks recommended by brokerages",news-article,https://www.businesstoday.in/markets/stocks/story/hal-escorts-apollo-hospitals-info-edge-among-stocks-recommended-by-brokerages-384171-2023-06-05?utm_source=rssfeed,"From last six months, Apollo Hospitals has been consolidating in broader range of Rs 4,900-4.150 levels as big wild swings kept the stock volatile over the period of months.",2023-06-05 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202306/news-recession-stocks-rally-again_0-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'ESCO'}, {'sid': 'INED'}]",647d718e5181724e2dd4c492
"Apollo Hospitals, Hudco, Gokex & Westlife Food: Axis Securities’ top 4 picks that may jump up to 22% in a month",news-article,https://www.businesstoday.in/markets/stocks/story/apollo-hospitals-hudco-gokex-westlife-food-axis-securities-top-4-picks-that-may-jump-up-to-22-in-a-month-384207-2023-06-05?utm_source=rssfeed,"Apollo Hospitals, on the weekly charts, has decisively broken out above the ‘cup and handle’ pattern at Rs 4,900 level, accompanied by an increase in volume.",2023-06-05 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202306/bajaj-finance-share-price-original-sixteen_nine-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'HUDC'}]",647d8daf5181724e2dd4c5d2
"Hot Stocks | Bet on Apollo Hospitals Enterprises, HUDCO for short term",news-article,https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-apollo-hospitals-enterprises-hudco-for-short-term-10739911.html,"The entire Healthcare space has been buzzing and seems to be finding its mojo back. Along with pharmaceutical companies, ‘Apollo Hospitals’ too performed well throughout this week.",2023-06-05 06:45:23.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/11/market-data-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'HUDC'}]",647d3b715181724e2dd4c2f5
"Apollo Hospitals will achieve 70% occupancy in FY24: MD, Suneeta Reddy",news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-will-achieve-70-occupancy-in-fy24-md-suneeta-reddy/article66927379.ece,"Higher occupancy to come from a combination of increased focus on international patients, reducing reliance on institutional patients, recruitment of more doctors, and by improving the payer mix: Reddy",2023-06-03 17:59:05.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/bqpoq7/article66513752.ece/alternates/LANDSCAPE_1200/apolloreddy1_20.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],647b352114d5d542da5f0df5
Dalal Street ended the week on a flat note amid worries on gloomy global outlook. What lies ahead?,news-article,https://www.businesstoday.in/markets/top-story/story/dalal-street-ended-the-week-on-a-flat-note-amid-worries-on-gloomy-global-outlook-what-lies-ahead-384060-2023-06-03?utm_source=rssfeed,"As many as 33 stocks in the Nifty 50 index delivered a positive return for investors in the week. With a gain of 7.7 per cent, Apollo Hospitals emerged as the top gainer in the index.",2023-06-03 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202306/ezgif-sixteen_nine_32.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",647ad5c714d5d542da5f0c24
Apollo Hospitals to raise $200 mn by selling 6% stake in online platform,news-article,https://www.business-standard.com/companies/interviews/apollo-hospitals-to-raise-200-mn-by-selling-6-stake-in-online-platform-123060201133_1.html,"In May, Apollo’s fourth-quarter revenue from healthcare services climbed 18.5% and accounted for 51% of its total revenue",2023-06-02 22:41:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2023-04/20/full/1682013316-8166.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],647a28f314d5d542da5f0a41
Apollo Hospitals stocks hit 52-week high after strong Q4 results and positive market sentiment,news-article,https://www.thehindubusinessline.com/markets/apollo-hospitals-stocks-hit-52-week-after-strong-q4-results-and-positive-market-sentiment/article66924591.ece,Apollo Hospitals stocks hit 52-week after strong Q4 results and positive market sentiment,2023-06-02 20:22:16.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/aykms2/article66924639.ece/alternates/LANDSCAPE_1200/Apollo%20Hospitals.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],6479ffe414d5d542da5f089f
Apollo Hospitals reschedules AGM to August 30; dividend record date stays unchanged,news-article,https://www.businesstoday.in/markets/company-stock/story/apollo-hospitals-reschedules-agm-to-august-30-dividend-record-date-stays-unchanged-383985-2023-06-02?utm_source=rssfeed,"Apollo Hospitals shares closed at Rs 4,957.90 on Friday, up 2.89 per cent. Shares of Apollo Hospitals are trading at 58.5 times FY24E core earnings estimate and 24.4 times EV/Ebitda).",2023-06-02 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202306/apollo-ahmedabad-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],6479ca9614d5d542da5f0694
Buy Apollo Hospitals Enterprise; target of Rs 5300: Prabhudas Lilladher,news-article,https://www.moneycontrol.com/news/business/stocks/buy-apollo-hospitals-enterprise-target-of-rs-5300-prabhudas-lilladher-10728701.html,"Prabhudas Lilladher is bullish on Apollo Hospitals Enterprise has recommended buy rating on the stock with a target price of Rs 5300 in its research report dated June 01, 2023.",2023-06-02 15:52:04.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/12/Buy-378x213.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],6479ca7c14d5d542da5f0693
Buy Apollo Hospitals; target of Rs 5450: Motilal Oswal,news-article,https://www.moneycontrol.com/news/business/stocks/buy-apollo-hospitals-target-of-rs-5450-motilal-oswal-10728721.html,"Motilal Oswal is bullish on Apollo Hospitals recommended buy rating on the stock with a target price of Rs 5450 in its research report dated May 31, 2023.",2023-06-02 15:33:18.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/Buy_1-378x213-2.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'MOFS'}]",6479c37314d5d542da5f0661
Apollo Hospitals hits 52-wk high on talks to raise $200 mn; up 8% in 2 days,news-article,https://www.business-standard.com/markets/news/apollo-hospitals-hits-52-week-high-rallies-8-in-2-days-post-q4-results-123060200541_1.html,"Apollo Hospitals is looking to sell around 5-6 per cent stake in Apollo HealthCo at an expected enterprise value of $2.5-$3 billion, said a report by The Economic Times",2023-06-02 15:10:22.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-09/26/full/1569443445-9985.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],6479beee14d5d542da5f062b
Apollo Hospitals plans digital arm stake sale,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/apollo-hospitals-plans-digital-arm-stake-sale/articleshow/100686529.cms,"It reported revenues of ₹6,705 crore and loss of ₹304 crore in FY23. While the offline pharmacy distribution business generated earnings before interest, tax, depreciation and amortisation (Ebitda) of ₹534 crore in FY23, growing 31% year-on-year (YoY), the digital health business has been burning ca…",2023-06-02 00:40:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-100686560,width-1070,height-580,imgsize-1864405,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],6478fc6614d5d542da5f018d
"Apollo Hospitals stocks rally for second day, near 52-week high",news-article,https://www.thehindubusinessline.com/news/apollo-hospitals-stocks-rally-for-second-day-near-52-week-high/article66918709.ece,Apollo Hospitals shares buoyed by 50% profit growth in Q4,2023-06-01 19:00:41.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/bqngy8/article66918729.ece/alternates/LANDSCAPE_1200/Logo2.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],64782fb014d5d542da5ef91f
"Sensex slips 194 points, Nifty settles below 18,500; Coal India tanks 5%; Apollo Hospitals gains 4%",news-article,https://www.businesstoday.in/markets/market-commentary/story/sensex-slips-194-points-nifty-settles-below-18500-coal-india-tanks-5-apollo-hospitals-gains-4-383830-2023-06-01?utm_source=rssfeed,"BSE Sensex dropped 193.70 points, or 0.31 per cent, to settle at 62,428.54, while NSE’s Nifty50 declined 46.65 points, or 0.25 per cent, to end the session at 18,487.75 for the day.",2023-06-01 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202306/sensex-bse-bombay-stock-exchange-bloomberg-1200-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'COAL'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",6478802014d5d542da5efd04
"Apollo Hospitals Q4 Results Review - Focusing On Scaling Up Healthco GMV, Reducing Losses: Motilal Oswal",news-article,https://www.bqprime.com/research-reports/apollo-hospitals-q4-results-review-focusing-on-scaling-up-healthco-gmv-reducing-losses-motilal-oswal,"1,000 plus offline pharmacy stores added in FY23.",2023-06-01 09:06:58.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-11%2Fdeced569-1b84-4ece-ad01-395c833600a5%2FApollo_s_cancer_hospital_in_Ahmedabad___Source_Company_website_.png?rect=0%2C1%2C757%2C397&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}, {'sid': 'MOFS'}]",6478173914d5d542da5ef807
"Looking forward to outstanding performance from offline pharmacy: Suneeta Reddy, Apollo Hospitals",news-article,https://economictimes.indiatimes.com/markets/expert-view/look-forward-to-outstanding-performance-from-offline-pharmacy-suneeta-reddy-apollo-hospitals/articleshow/100642866.cms,"Yes, by the fourth quarter, we will be EBITDA neutral and I think that we are working towards that. Most of our expenditure has already been incurred and as the revenues pick up, we will be EBITDA neutral.",2023-05-31 12:41:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-100642882,width-1070,height-580,imgsize-7214,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],6476fb5314d5d542da5eefc3
Apollo Hospitals Q4 consolidated net profit rises 50% to ₹146 crore,news-article,https://www.thehindu.com/business/apollo-hospitals-q4-consolidated-net-rises-50-to-146-cr/article66912170.ece,Apollo Hospitals Enterprise Ltd. (AHEL) reported consolidated net profit for the fourth-quarter ended March rose 50% year-on-year to ₹146 crore.,2023-05-31 11:25:42.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/t4cj2u/article65972824.ece/alternates/LANDSCAPE_1200/Apollo_Hospitals_3.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],64761c0714d5d542da5eea28
"Stocks to watch: Adani Ports, NMDC, HDFC Life, Apollo Hospitals, PTC Inds",news-article,https://www.business-standard.com/markets/news/stocks-to-watch-today-adani-ports-nmdc-hdfc-life-apollo-hospitals-ptc-inds-123053100085_1.html,"Stocks to watch on May 31, 2023: From Adani Ports to Sun Pharma, here are top stocks to watch in Wednesday’s trading session",2023-05-31 07:21:05.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/misc/2023-03/21/full/market-stocks-stock-market-trading-stock-market-1679390136-76322620.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APSE'}, {'sid': 'APLH'}, {'sid': 'HDFC'}, {'sid': 'NMDC'}, {'sid': 'SUN'}]",6476ac1114d5d542da5eec4b
Trade setup for today: Top 15 things to know before the opening bell,news-article,https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-top-15-things-to-know-before-the-opening-bell-38-10703171.html,"An increase in OI along with a price decrease indicates a build-up of short positions. Based on the OI percentage, 63 stocks, including Chambal Fertilizers, IRCTC, Apollo Hospitals Enterprises, Tata Chemicals and Coforge saw a short build-up",2023-05-30 21:46:39.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/04/stocks_stock_market-stock-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'INIR'}, {'sid': 'TTCH'}]",64762a3d14d5d542da5eea9d
Apollo Hospitals Q4 net profit jumps over 50% to ₹146 crore,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-q4-net-profit-jumps-over-50-to-146-crore/article66911763.ece,Apollo Hospitals on Tuesday posted a 51 per cent growth in its consolidated net profit for the fourth quarter at ₹146 crore.,2023-05-30 20:02:13.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/7bsgtw/article66912663.ece/alternates/LANDSCAPE_1200/30hyngg_mega%20vaccination%20drive%2004.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],64760b4014d5d542da5ee968
"Apollo Hospitals Q4 Results: Net profit rises 50%, firm declares Rs 9 dividend",news-article,https://www.businesstoday.in/latest/corporate/story/apollo-hospitals-q4-results-net-profit-rises-50-firm-declares-rs-9-dividend-383492-2023-05-30?utm_source=rssfeed,"Apollo Hospitals consolidated revenue from operations rose 21% to Rs 4,302 crore",2023-05-30 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202305/int-hdr-apollo-hospital-1-sixteen_nine-sixteen_nine.jpeg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}",[{'sid': 'APLH'}],6475f44d14d5d542da5ee88e
"Apollo Hospitals Q4FY23 profit up by 50.1% on-year at Rs 145.64 crore, dividend announced | The Financial Express",news-article,https://www.financialexpress.com/industry/apollo-hospitals-q4fy23-profit-up-by-50-1-on-year-at-rs-14564-crore-dividend-announced/3107668/,"Apollo Hospitals posted revenue from operations at Rs 4302.20 crore, up 21.3 per cent from Rs 3546.43 crore in the same quarter last year.",2023-05-30 16:31:07.000,https://pocket-image-cache.com/direct?url=http://www.financialexpress.com/wp-content/uploads/2023/05/1-312.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],64762e0b14d5d542da5eeaca
